label,column1,column2
0,6.2118626,34.47283
0,9.036555,27.600332
0,-5.011759,15.255995
0,6.0388694,31.440649
0,6.7224755,18.084112
0,-13.120965,25.433033
0,1.8788093,15.011949
0,13.260167,26.00294
0,12.852357,6.406964
0,-3.6286361,10.335059
0,22.551287,9.92043
0,-4.102873,9.893392
0,8.927617,27.500988
0,-5.167256,12.010985
0,5.2009907,30.080305
0,14.730415,6.1143494
0,-12.968817,25.755281
0,13.291266,25.875841
0,7.191534,30.80773
0,-17.41701,26.348927
0,10.771974,32.826923
0,7.6016746,22.608183
0,4.209874,16.874079
0,-17.594337,26.447338
0,-1.5491607,14.787962
0,6.534098,18.891184
0,-4.8617225,13.158151
0,-17.043581,23.681734
0,5.593598,16.996393
0,-5.2082634,15.202646
0,-16.611818,26.648018
0,-3.1540146,12.493136
0,5.6281433,30.177618
0,13.334591,6.1382074
0,-4.782257,10.313798
0,-0.6388766,14.034501
0,-14.712874,26.33902
0,5.266654,31.580515
0,-6.114725,14.547767
0,7.084185,26.90016
0,-15.797963,24.498833
0,-13.818301,25.08681
0,9.111736,33.64049
0,8.150742,22.496151
0,4.1086907,21.154879
0,22.768826,10.753419
0,7.5902615,27.34147
0,5.5302896,34.830322
0,-16.89527,26.208519
0,3.0391598,20.335155
0,12.779918,24.773327
0,-4.63063,14.140561
0,-2.0024505,12.116648
0,-14.634429,26.893501
0,7.4456716,28.410988
0,10.300358,34.26912
0,-2.2282531,10.958438
0,6.7147293,33.897297
0,9.863783,4.7145796
0,7.512496,36.33337
0,8.779507,32.782207
0,-4.788053,14.598976
0,10.404478,34.15806
0,-1.9646913,13.50289
0,6.7571173,23.273247
0,-14.493131,27.287025
0,14.101313,8.609363
0,-3.1809115,13.258323
0,-11.338964,25.430027
0,-2.0407965,13.972726
0,-16.874289,26.070435
0,12.085967,5.4901824
0,10.505497,32.053104
0,9.152909,34.18278
0,-16.748251,25.042486
0,-13.859212,26.65254
0,-13.534322,25.618547
0,10.9996195,5.005812
0,-13.887173,24.32507
0,-2.336423,9.529949
0,11.522302,5.6512074
0,7.584706,34.121548
0,10.810215,6.3454647
0,8.452806,26.954447
0,7.015528,20.817629
0,7.4930086,35.968918
0,-5.119086,12.975696
0,14.850917,6.453169
0,11.2826805,4.318325
0,6.620368,29.594095
0,7.9693217,30.514927
0,-13.621535,25.436935
0,4.417982,21.383205
0,22.947945,10.481931
0,12.131102,5.0946717
0,12.687524,5.7129993
0,13.191556,5.185386
0,-2.451631,12.130348
0,4.2873726,28.490467
0,10.412361,4.154061
0,-7.256726,13.5392
0,5.513822,24.719912
0,10.946485,5.182017
0,9.814344,27.940712
0,11.358853,5.5733128
0,9.707302,26.856785
0,7.8775086,27.079794
0,5.4146123,28.738087
0,5.558832,20.350164
0,-2.2195766,9.221336
0,-14.567716,24.201805
0,7.7638373,36.39535
0,-8.830714,-0.50999886
0,-2.2494495,12.854754
0,-17.219307,27.293692
0,-13.31895,22.513178
0,2.5854774,15.255559
0,-17.54438,27.235622
0,5.4147987,17.740953
0,-15.189027,24.887415
0,8.00787,19.487778
0,26.613829,5.861691
0,10.076195,29.295376
0,8.300582,31.822596
0,23.127958,10.346205
0,4.2478614,31.722286
0,8.347105,18.606949
0,7.999612,37.89755
0,13.516568,6.442781
0,7.8948126,31.076231
0,11.764986,5.7482386
0,-14.176639,25.964138
0,-1.9509965,9.361644
0,-5.2795577,10.012795
0,5.555145,24.40567
0,-3.279444,9.818588
0,-15.721243,26.800087
0,22.851044,10.552459
0,5.381031,34.799873
0,10.606686,29.663153
0,5.495211,31.38417
0,-4.126262,13.599444
0,6.962351,28.268389
0,8.831673,22.730667
0,7.575768,19.533237
0,8.454894,30.576857
0,-14.268301,25.592794
0,10.424665,33.867245
0,9.192618,21.430088
0,5.5591006,33.613487
0,-13.05678,23.546349
0,11.207886,4.8262653
0,6.6057334,33.330597
0,5.3605328,27.307156
0,-12.534159,24.445812
0,10.656053,29.96654
0,12.454546,6.4161925
0,-17.380524,26.703657
0,5.1370406,27.698715
0,-13.538756,24.0253
0,8.251984,23.375078
0,4.3619733,21.428097
0,8.796304,34.695168
0,4.0386205,21.03189
0,-3.0098438,11.605611
0,2.2019491,19.449368
0,-17.62582,25.211432
0,8.493117,29.047955
0,-4.2316594,13.427559
0,-15.119803,24.742006
0,8.569342,30.16296
0,12.933503,5.8215923
0,5.2984023,33.513653
0,-17.42902,24.392536
0,-16.284595,27.071241
0,8.700563,35.456833
0,-16.296204,23.66907
0,7.757386,19.54483
0,5.378385,28.10147
0,-1.429808,13.332837
0,-12.254941,26.184164
0,10.920617,32.755875
0,-5.4662504,11.130142
0,-0.9470464,9.483126
0,8.298201,35.617886
0,9.050925,34.765217
0,5.961237,33.283024
0,-14.034678,24.147278
0,12.218662,27.666235
0,7.2639937,28.142895
0,6.9522114,19.322334
0,7.9477477,18.843964
0,-11.478117,25.188112
0,8.8748455,30.85979
0,6.8853073,21.465199
0,-3.4492671,8.590506
0,-3.8042707,10.113082
0,7.805471,29.781704
0,13.3012495,25.840513
0,8.174594,21.411049
0,-1.7148159,15.154157
0,10.619777,29.698933
0,10.530521,5.1056046
0,5.908092,26.743332
0,0.91907156,12.234828
0,3.361746,32.071194
0,-5.074734,13.414669
0,12.6848755,5.8976355
0,-3.517406,12.290223
0,8.504774,32.046825
0,7.5484314,21.935284
0,-1.2964299,11.251377
0,-12.532274,25.813133
0,4.9825354,28.350794
0,-2.895264,11.5461445
0,9.87439,32.153713
0,-1.3923593,13.594935
0,12.679776,5.005808
0,-2.8565114,12.14873
0,13.0370655,7.1070943
0,4.3958235,17.085459
0,22.815023,9.805244
0,-2.3632035,9.0359745
0,7.850846,21.830713
0,23.075876,10.379981
0,14.092915,6.535739
0,6.8296194,28.428225
0,-3.5856884,14.742808
0,23.065228,10.378183
0,9.908962,3.7946374
0,6.888177,31.213295
1,-28.329742,0.56801736
1,-37.58086,12.82787
1,-7.374935,-3.2629883
1,-30.211386,-6.0004697
1,-1.8815876,-3.2286205
1,-6.2821674,-2.1752396
1,-36.72015,12.374079
1,0.98910123,10.167931
1,0.11478254,8.828795
1,-39.41443,12.074707
1,-23.167048,-9.416863
1,-12.762998,-24.580463
1,-0.2626486,-3.8150587
1,-27.344059,-6.833618
1,-33.010803,-10.064771
1,-33.954636,-6.3707256
1,-40.79896,12.038182
1,-28.380537,0.19151722
1,-9.021327,-6.044221
1,-26.05917,-2.1240685
1,-39.216274,11.672794
1,-1.4434471,-9.9787245
1,-31.940199,-1.8104948
1,-12.711212,-20.940542
1,-27.844656,-10.5527935
1,-6.416816,-9.959722
1,-31.66418,-10.073136
1,-36.71902,-7.7288885
1,-26.924381,-8.989382
1,-25.156942,0.05485681
1,-27.483639,-8.175835
1,-15.721859,-23.270111
1,-5.0064697,-9.792218
1,-37.65572,12.054387
1,-9.243324,-2.561074
1,-0.71444976,-4.1904545
1,-32.81417,-6.8349466
1,-2.1233897,-10.690726
1,-31.588957,-10.002612
1,-26.951168,-4.050568
1,-14.492969,-22.465954
1,-28.885517,-2.4099076
1,-14.185559,-22.828325
1,-26.23578,-5.275102
1,-9.693397,-3.7802613
1,-23.121748,-0.7289397
1,-23.32321,-2.902307
1,-24.366104,1.8489872
1,-8.206595,-3.809614
1,-5.68521,-13.594431
1,-32.50916,-10.372338
1,-29.440928,-4.5042057
1,-32.84336,-3.2272837
1,-9.267333,-2.7111728
1,-31.956573,-6.0672407
1,-38.591217,12.946622
1,-36.177113,11.679826
1,-12.293335,-19.075148
1,-25.913385,-4.16389
1,-12.877808,-18.913921
1,-37.940136,13.612134
1,-31.724468,-9.874217
1,-38.66784,11.516009
1,-24.761305,0.8188993
1,-26.253319,-5.356963
1,-36.92847,10.820236
1,-24.393543,1.1954969
1,-32.18149,-7.3398023
1,-40.37247,12.45644
1,-8.612242,-3.6240485
1,-12.885903,-22.201591
1,-29.8373,-8.734161
1,-24.481956,-4.878337
1,-31.278961,-5.8440003
1,-5.1611967,-12.805598
1,-5.289244,-11.490533
1,-24.923386,-2.7976604
1,-12.961997,-24.488535
1,-25.013912,-2.9421117
1,-28.573416,-7.386844
1,-31.194838,-3.2449622
1,-26.853405,-8.948901
1,-23.200747,0.41473654
1,-8.005669,-9.424947
1,-24.123367,0.41420785
1,-6.2151046,-8.120182
1,-33.99506,-7.7614264
1,-13.030873,-19.462696
1,-38.300884,11.311362
1,-27.474201,-1.4024246
1,-5.939528,-1.5946648
1,-29.23603,-3.4185703
1,-33.444717,-8.721897
1,-27.517235,-6.1589327
1,-3.458571,-8.564012
1,-29.42758,-4.7603097
1,-30.207842,-11.230772
1,-5.760429,-1.3226229
1,-36.53523,-7.6982617
1,-31.788765,-6.335057
1,-7.662111,-7.9590273
1,-7.5608697,-11.508673
1,-27.056143,-8.645643
1,-14.232739,-24.97545
1,-13.293258,-22.723682
1,-6.6240244,-10.768513
1,-5.4177303,-10.436643
1,-5.5159726,-8.040106
1,-40.580025,10.324458
1,-29.188757,-2.4001434
1,-23.7361,-1.8790598
1,-12.952408,-18.690104
1,-26.359568,-3.914931
1,-1.875394,-10.85347
1,9.314512,-6.356001
1,-23.356327,-9.842266
1,-12.042152,-21.66071
1,-27.146854,0.39869857
1,-25.892403,-2.4297543
1,-24.857573,0.041418705
1,-32.596973,-7.664981
1,-28.90508,-3.1648066
1,-2.6457722,7.547421
1,-33.445415,-5.644397
1,-23.391197,0.18744116
1,-12.930605,-21.801716
1,-14.089327,-23.54521
1,-29.972412,-7.3729515
1,-14.022258,-24.241116
1,-40.55234,11.231204
1,-13.510701,-24.681395
1,-30.117346,-3.8804064
1,-5.4228725,-9.3872595
1,-27.251465,-2.9668407
1,-32.412033,-9.085413
1,-38.30579,13.621733
1,-13.982626,-22.613493
1,-39.025932,12.670999
1,-5.7319856,-3.0623298
1,0.65138984,-1.3234383
1,-22.377716,-3.3244872
1,-32.832813,-9.400274
1,-14.787854,-23.835648
1,-32.163097,-4.058016
1,-32.76171,-5.051246
1,-37.374577,11.956686
1,-28.894415,-4.2929864
1,-35.679657,-7.02433
1,-40.032948,12.8243
1,-31.27026,-4.5195584
1,-31.006136,-5.9640384
1,-8.9011545,-3.267882
1,-39.78687,11.814029
1,9.607501,3.2058992
1,-22.67292,0.45835924
1,-29.579908,-3.8015552
1,-28.394024,-8.745162
1,-24.660511,-0.4299729
1,-13.819407,-24.222956
1,-8.826705,-2.4324892
1,-33.800858,-6.888727
1,-13.098052,-20.098513
1,-4.988877,-11.853027
1,-28.160475,-3.6776779
1,-39.95252,12.499296
1,-3.7127974,-13.883264
1,-33.63841,-10.778823
1,-26.607643,-4.259414
1,-3.842987,-3.8889604
1,-5.7264256,-14.280497
1,-30.669838,-7.066138
1,-6.391879,-3.6351635
1,-28.748335,-9.872971
1,-25.968477,-5.010696
1,2.066562,32.876686
1,-8.418938,-3.1513472
1,0.39564174,11.395812
1,-32.597874,-11.442281
1,-2.1711771,-4.407922
1,-30.609655,-7.1037664
1,-23.506123,1.3203529
1,-23.309145,-1.3724707
1,-38.42957,11.560788
1,-28.166267,-4.103836
1,-38.027065,12.571819
1,-40.392384,10.86153
1,-40.78775,12.428636
1,-33.11415,-11.308176
1,-27.668402,-2.3306806
1,-5.6616893,-14.431721
1,-22.689846,1.9014959
1,-27.921278,-7.363056
1,-29.66936,-7.869356
1,-13.280665,-24.139736
1,-36.006577,-7.4161415
1,-22.774075,0.25187296
1,-38.244625,13.692148
1,-14.808754,-24.439089
1,-14.349335,-23.983482
1,-5.4188375,-10.679645
1,-30.424566,-5.404151
1,-29.050066,-1.1147139
1,-13.181295,-22.33923
1,-1.8641427,-10.657406
1,-23.413858,-1.7903548
1,-4.7543683,-12.650708
1,-10.293904,-3.845735
1,-13.239607,-22.032515
1,-26.880074,-0.044897556
1,-23.057583,0.8448016
1,-37.92219,13.247742
1,-24.138176,-1.1219608
1,-13.898887,-24.869474
1,-40.05863,10.258185
1,-27.8436,-10.2239065
1,-23.54421,-1.5046197
1,-32.69751,-5.669519
1,-26.46467,-5.479745
1,-38.977303,11.338257
1,13.721173,5.378569
1,-22.713564,-1.1525421
1,-27.666876,-9.788796
1,-39.31181,13.111429
1,-5.8682375,-7.620731
1,-40.07057,10.606869
1,-23.688648,0.1297742
1,-13.452148,-19.696114
1,-30.02026,-9.450416
1,-39.98493,12.872916
1,-30.143608,-4.278441
1,-11.78919,-22.487747
1,-4.893002,-14.037957
1,-23.360413,-10.505606
1,-7.4399266,-4.6199503
1,-25.3558,-4.256263
1,-13.081154,-24.165916
1,-14.112513,-26.1712
1,-32.00508,-5.4789205
1,-14.060204,-23.451626
1,-4.98758,-12.746885
1,-22.27011,-3.9102056
1,-32.11039,-3.609822
1,-5.8629656,-14.27182
1,-26.316277,-4.3723936
1,-14.742686,-22.894142
1,-32.767624,-6.127027
1,-31.227455,-4.8977103
1,-31.611586,-11.362744
1,-12.533621,-22.658606
1,-7.2866883,-8.380726
1,-5.6852326,-11.79695
1,-38.961758,11.804544
1,-27.14844,-9.659425
1,-23.501234,-1.9740533
1,-10.050209,-4.298933
1,-24.830622,-1.8819643
1,-8.22704,-4.0831895
1,-14.273025,-21.420383
1,-32.36352,-9.531821
1,-39.463093,12.890141
1,-13.862579,-20.742474
1,-27.195196,-9.509541
1,-9.153737,-3.4878855
1,-37.69441,13.719074
1,-24.847082,0.5219947
1,-2.1517196,-10.794375
1,-5.8030148,-1.3152007
1,-40.2862,12.45963
1,-5.2799644,-13.363854
1,-13.225667,-26.095062
1,-9.534284,-6.6499186
1,-12.438579,-22.040262
1,-13.954919,-25.46695
1,-29.614605,-9.568215
1,-28.120783,-1.2050691
1,-38.803085,11.972242
1,-27.228683,-2.1504073
1,-29.230188,-6.715043
1,0.8736865,8.441205
1,-23.29408,-5.0739636
1,-11.724011,-23.943064
1,-32.05378,-9.654061
1,-4.4657755,-13.114302
1,-12.894246,-25.518015
1,-12.188255,-17.062325
1,-32.49427,-6.8054404
1,-13.361983,-23.77689
1,-29.866087,-4.0489607
1,-26.83843,-0.167852
1,-0.58668244,-3.8864949
1,-3.9343712,-11.490456
1,-14.687416,-23.415257
1,-13.546957,-21.651192
1,-3.9380262,-12.065849
1,13.768008,4.9124293
1,-27.853558,-9.15575
1,-39.513294,11.148839
1,-30.597137,-3.80183
1,-6.403634,-9.074683
1,-13.489451,-20.397543
1,-6.144518,-3.4721248
1,-15.14261,-24.5227
1,3.2864456,-4.67888
1,-1.4112493,-9.8681135
1,-13.666815,-19.839968
1,-5.5229173,-14.264929
1,-12.38053,-23.877344
1,-6.011612,-1.2677535
1,-31.812757,-9.037808
1,-5.7543187,-1.1640457
1,-10.217771,-4.2379727
1,-8.2878065,-7.2833333
1,-23.268246,-2.5260355
1,-28.845816,-1.0764683
1,2.6093316,-2.5497339
1,-1.0219694,-4.410052
1,-14.079416,-23.389055
1,-25.778904,-0.21062163
1,-31.158455,-6.130956
1,-12.485703,-24.34009
1,-0.06222384,-3.4279344
1,-32.069992,-5.074317
1,-29.453907,-8.946669
1,-9.018523,-7.367046
1,-26.88403,-1.395067
1,-22.812046,0.04306246
1,-27.132006,-4.338179
1,-5.651484,-2.6018465
1,-6.984137,-12.119007
1,-29.876303,-1.5296595
1,-33.32722,-8.817521
1,-30.193344,-6.830769
1,-31.449461,-4.3222218
1,-29.160936,-7.237335
1,-4.467248,-11.788758
1,-25.362484,-2.6280541
1,-33.281693,-8.415147
1,-13.134381,-23.58589
1,-27.132874,-2.3911626
1,-38.839394,12.573799
1,-37.763973,12.057648
1,-40.395473,11.18299
1,-6.275898,-2.5710912
1,-28.945436,-9.6094675
1,-5.162081,-8.601843
1,1.9084922,-2.6605139
1,-0.6731419,-4.4806714
1,-36.47417,-7.75035
1,-0.844912,-2.4482806
1,-5.4035187,-3.2841854
1,-9.066342,-2.5848305
1,-13.909093,-22.73273
1,-0.5674806,-3.8294594
1,-14.42358,-22.125475
1,-39.280647,12.327053
1,-30.484804,-6.201607
1,-2.3553634,-10.937335
1,-24.649233,1.5694044
1,-9.424784,-6.683254
1,-39.38513,13.448239
1,-30.267023,-6.2738667
1,-12.512123,-23.81238
1,-12.150795,-23.30741
1,-39.787148,13.831357
1,-6.8531423,-10.146966
1,-31.898926,-7.9697495
1,-32.549675,-9.038853
1,-5.458219,-14.352919
1,-37.83464,12.977838
1,-27.902414,-6.034843
1,-0.20739256,-3.460025
1,-23.321432,-9.961135
1,-14.964655,-23.830761
1,-12.335289,-19.663939
1,-5.094852,-12.3183365
1,-4.8587008,-4.332459
1,-31.577763,-7.726988
1,-28.604515,-2.6259398
1,-7.299818,-3.8595898
1,3.9349725,-4.6857343
1,-33.851406,-9.830908
1,-13.183733,-22.961218
1,-23.801456,-0.26381773
1,-29.178808,-4.6978693
1,-22.969593,-1.6716636
1,-14.250443,-23.858541
1,-32.03938,-8.156045
1,-29.72476,-3.40006
1,-13.178365,22.331167
1,-26.937696,-1.7314563
1,-10.199228,-7.0091877
1,-7.3794255,-11.06052
1,-41.238003,11.676943
1,-5.4644084,-13.914714
1,-9.215107,-5.86312
1,-27.830938,-2.0158248
1,-31.244884,-6.563868
1,-24.465229,-0.99718267
1,-27.751057,-2.7487042
1,-13.900524,-21.901033
1,-2.2416444,-3.1970508
1,-12.159038,-22.989079
1,-12.693174,-23.89708
1,-6.0380564,-11.682097
1,-37.763226,11.614398
1,-6.1411858,-9.767736
1,-13.472165,-24.825123
1,-4.387769,-12.844002
1,-26.218151,-5.5954475
1,-23.456697,-0.79331136
1,-6.649065,-9.962449
1,-22.853693,-0.55308336
1,-24.059536,1.0375615
1,-4.928419,-13.595093
1,11.908691,23.797228
1,-12.822782,-18.768784
1,-27.644016,-0.5449815
1,-29.261402,-9.966786
1,-12.920099,-19.905535
1,-28.67961,-1.7624041
1,14.295804,4.58436
1,-26.370758,0.52840626
1,-22.755505,1.2612177
1,-40.59466,11.582056
1,0.91569674,-0.6650231
1,-5.2242837,-11.859425
1,-29.988583,-7.963107
1,-38.54129,13.486486
1,-29.552044,-8.549017
1,-30.600338,-10.49279
1,-28.49038,-4.7606516
1,-41.05196,12.060357
1,-27.640646,-1.5556462
1,-9.423058,-4.1566644
1,-31.681278,-5.1895046
1,-23.326864,-0.3922028
1,0.77895766,10.659405
1,-39.83306,11.5484295
1,-13.40892,-21.000622
1,-9.805965,-6.986388
1,-27.101112,-9.399147
1,-23.16939,-10.855667
1,-40.17212,12.108837
1,-32.161163,-4.4671
1,-27.83886,0.31825182
1,-13.424975,-20.574657
1,-33.43871,-7.6266575
1,-36.118736,-7.5574074
1,-39.952282,13.673756
1,-30.132458,-9.591021
1,-12.884014,-20.301558
1,-31.63557,-9.288145
1,-30.123892,-2.824207
1,-13.825067,-25.886051
1,-38.110256,12.505824
1,-13.862259,-22.142754
1,-23.312634,-10.657474
1,-33.217163,-6.30657
1,-11.635217,-23.465302
1,-39.324604,11.750556
1,-6.841537,-10.390382
1,-32.154076,-10.547645
1,-36.395332,11.373283
1,-32.51606,-5.7592044
1,-39.14704,13.669199
1,-10.235922,-5.3231864
1,-30.060259,-10.610197
1,-28.304668,-0.9230679
1,6.0608068,24.63034
1,-15.193572,-23.166126
1,-33.556854,-10.760479
1,-5.6355224,-12.474755
1,-26.45526,-1.6056964
1,-1.7019163,-8.863325
1,-1.607077,-11.100046
1,-29.178991,-1.5920949
1,-26.836868,-8.679987
1,-34.132618,-6.2603745
1,-12.226275,-22.819197
1,-13.217321,-18.888351
1,-29.718523,-8.922838
1,-29.46522,0.112151876
1,-38.65816,14.139854
1,-37.76727,12.139906
1,-27.930883,-3.0374646
1,-33.199165,-6.684948
1,-0.3088472,-3.0332704
1,-9.620281,-2.8076205
1,-6.703504,-7.283818
1,-31.496588,-9.95586
1,-14.081022,-23.099424
1,-28.608435,-10.098976
1,-24.627062,1.6825705
1,-7.8433723,-7.6105943
1,-40.592392,12.902404
1,-33.31516,-3.6705956
1,-30.049389,-5.3554173
1,-11.963219,-19.962559
1,-33.01281,-5.00045
1,-24.945019,0.33981836
2,15.353523,-6.003818
2,15.681844,-24.219133
2,0.5223689,-7.276596
2,-0.7041501,-9.795456
2,16.866388,-17.625196
2,16.620438,-7.453525
2,35.975243,-18.959698
2,5.1589885,-24.141235
2,29.261675,4.549101
2,17.598068,-8.041966
2,10.522218,-25.363735
2,14.312466,6.739944
2,-0.46377632,-5.5234575
2,-1.1008147,-9.869269
2,28.120472,6.6236663
2,-25.636059,-9.379023
2,6.0801945,-25.598728
2,13.465006,-23.246395
2,19.026455,-6.2960925
2,11.520898,-20.876255
2,6.350208,-27.46236
2,39.0378,-21.223076
2,28.707617,6.950426
2,33.617943,-18.101156
2,29.019957,5.003159
2,13.559854,-20.857128
2,36.653942,-19.02065
2,20.562637,-6.5817847
2,17.079033,-9.574861
2,5.2515697,-25.039017
2,13.398579,-21.030977
2,28.565609,5.5851226
2,20.27833,-6.0641403
2,4.846487,-23.51462
2,13.1998205,-22.489841
2,5.709682,-8.87801
