column1,column2
5.1778703,34.977085
-4.175281,12.798105
23.383007,10.61414
7.498852,22.15872
11.0296755,4.6176615
-13.959069,26.392143
-16.709097,24.370142
7.7089334,32.148342
-0.35976255,12.355362
11.434361,4.21182
-11.695957,23.530977
-15.66138,23.978872
8.019114,29.675201
-7.2672486,14.154581
-1.5856495,10.494067
13.988671,25.898546
9.000206,34.08998
8.933146,34.58918
7.8548417,19.601944
16.17724,2.8602078
8.375032,36.81929
11.706264,5.238467
11.162868,36.629097
7.506432,31.742844
11.311419,30.127773
14.278972,25.91876
11.073329,4.5215597
9.654967,33.266434
7.2038407,34.61215
13.45555,5.561292
1.3416287,11.782833
-11.179203,25.888084
7.4221845,27.46123
-2.468783,12.298466
14.649664,7.052981
-3.458413,12.174021
7.6396203,21.595434
3.0063906,19.754047
7.0552816,30.467878
6.5049105,29.901571
9.353473,30.763155
-4.9166384,12.066166
11.326928,29.29729
-2.2291024,13.969364
3.5988371,19.780493
8.100253,22.558077
-2.6387012,14.926138
8.580054,30.249897
8.643095,29.429739
7.268964,33.012398
8.880989,21.779854
-1.8523431,10.16538
-12.620459,27.061771
-13.758637,26.661057
8.867758,31.697012
-2.534624,8.405661
7.4980636,29.51164
11.269253,31.3819
-2.5208697,13.457198
7.1126485,31.256542
12.026304,4.834024
-2.166886,14.866324
5.5027895,20.276718
13.284616,6.309227
9.754322,29.523214
-0.8473929,9.992103
-4.9687424,15.507204
-15.5886755,24.028921
4.7366004,28.553131
3.255125,20.32686
8.868855,38.13052
4.1635165,16.567501
-1.3775162,14.957158
4.746645,29.684502
11.011332,36.54903
7.1532955,18.753286
-14.8125725,22.693874
8.444936,19.68403
-10.744987,24.427948
6.704222,31.000847
7.573834,18.629158
9.750041,29.239601
6.0051923,29.872046
-13.241093,29.037079
1.7241551,14.377869
13.9086485,26.016481
-16.19125,24.378954
-1.4381644,13.343847
-6.9852333,13.385849
-3.449466,13.719862
-1.2887338,11.484765
11.033592,36.477413
-2.2650049,14.066856
9.485133,31.297909
11.778973,4.220318
-4.2394314,11.734346
8.12249,36.39038
6.445621,27.772251
4.9099283,30.445486
10.445678,29.700216
14.18733,26.323298
11.091728,36.561775
-12.670353,25.086283
-2.1550322,10.169301
-1.3433133,12.818726
13.576124,4.0015693
-14.5128975,26.236046
7.1265345,22.023256
-1.3021944,12.883331
-16.79308,23.495987
7.9898777,36.20866
9.656339,35.640553
8.815364,28.429352
-14.153678,24.387796
-0.92252517,14.031262
-3.1728914,12.629229
3.4481268,16.107265
-16.835253,24.993391
-0.40854436,10.968798
-6.0770597,10.604811
-15.963984,27.911783
8.143653,36.388077
-13.246401,26.029528
6.790095,32.915848
-16.701788,24.779442
7.194975,22.466394
-5.1602936,12.1755
-14.418229,26.251308
7.098823,18.804424
7.0116234,34.734642
9.682773,27.744457
-4.747839,15.448405
6.7907524,31.691061
7.1236258,18.16225
-12.662138,25.588057
2.1628542,15.0900135
13.95353,26.137897
13.1184845,6.324262
-3.3213174,10.321649
22.892677,10.095558
-3.9347944,10.107283
9.573345,27.647919
-4.967486,12.191331
5.922526,30.363943
15.044273,6.067846
-12.56425,25.959915
13.984272,26.009077
7.923816,31.012259
-17.060116,25.955097
11.571293,32.983326
8.118811,22.714613
4.537081,16.954737
-17.24603,26.040373
-1.2875917,14.862041
6.9468036,18.986048
-4.665392,13.338936
-16.351074,23.363148
5.9382067,17.079834
-4.949992,15.397493
-16.294336,26.360847
-2.960167,12.607269
6.3472834,30.450037
13.630034,6.0592303
-4.5666404,10.586315
-0.409889,14.104177
-14.358957,26.24762
6.01049,31.866646
-5.9070334,14.766423
7.699357,27.109196
-15.214002,24.310524
-13.31004,25.139967
9.929438,33.826664
8.664428,22.584282
4.5792413,21.335892
23.128092,10.930123
8.222881,27.53952
6.3230915,35.100716
-16.523405,25.883495
3.476232,20.527208
13.46745,24.89473
-4.382901,14.327584
-1.816345,12.196567
-14.352039,26.830984
8.103195,28.61639
11.1255,34.455738
-2.0241516,11.0484495
7.5102654,34.150433
10.155528,4.5361953
8.354919,36.54822
9.582513,32.96709
-4.540769,14.7851925
11.227691,34.33992
-1.7550514,13.58184
7.302767,23.40901
-14.268005,27.246595
14.353617,8.557702
-2.9737816,13.363718
-10.876758,25.85674
-1.8043857,14.058957
-16.484785,25.744581
12.393329,5.3818984
11.305193,32.194283
9.979644,34.378242
-16.227253,24.737339
-13.567317,26.692806
-13.099944,25.70521
11.293281,4.867563
-13.258885,24.396637
-2.1238787,9.604057
11.825424,5.504647
8.395678,34.34551
11.063845,6.183817
9.076859,27.119291
7.483428,20.916328
8.328272,36.187763
-4.931342,13.172489
15.149258,6.420547
11.61984,4.169317
7.3319197,29.822554
8.706234,30.698492
-13.162989,25.50838
4.9002624,21.562014
23.298986,10.654491
12.438441,4.9855943
12.987435,5.609363
13.490088,5.0978885
-2.258768,12.217998
4.954221,28.807884
10.734151,3.9720247
-7.025867,13.499349
6.107469,24.965528
11.2361,5.0419364
10.497942,28.06036
11.646132,5.4439607
10.341979,26.987925
8.490858,27.253628
6.065475,29.020884
6.0013013,20.489618
-2.005872,9.29657
-13.938736,24.169214
8.604726,36.61602
-9.031208,-0.2832067
-2.0519803,12.938687
-16.9655,26.935879
-12.5458145,22.598986
2.8716571,15.335284
-17.28934,26.832834
5.7784805,17.822206
-14.656316,24.769005
8.437603,19.562386
26.566284,5.5886283
10.78993,29.42359
9.086476,32.0095
23.485323,10.510044
4.983825,32.025005
8.773301,18.683819
8.840265,38.119797
13.803133,6.3700027
8.646003,31.267784
12.043564,5.6450543
-13.789975,25.966845
-1.7408211,9.437496
-4.9736056,10.320512
6.1357574,24.648281
-3.078165,9.890862
-15.415866,26.617697
23.209219,10.728423
6.1708837,35.071644
11.339387,29.779938
6.240041,31.666256
-3.9172075,13.75951
7.614333,28.494474
9.351344,22.806927
8.00735,19.614492
9.194983,30.75597
-13.829196,25.584099
11.24215,34.043465
9.674273,21.478762
6.3416533,33.88915
-12.359859,23.693085
11.517035,4.6917744
7.397164,33.5811
5.9913383,27.5713
-11.936064,24.684322
11.395097,30.085266
12.72058,6.3114343
-17.066769,26.322844
5.7828116,27.968748
-12.891742,24.12284
8.792707,23.463034
4.845566,21.607674
9.622521,34.899662
4.5052257,21.212473
-2.8437383,11.705422
2.6090941,19.638939
-17.125788,24.795242
9.184489,29.214264
-4.032836,13.575178
-14.569175,24.63512
9.305135,30.32867
13.224061,5.7512383
6.075491,33.785946
-16.83192,24.01074
-16.009838,26.8181
9.535507,35.66629
-15.614055,23.432838
8.185345,19.619757
6.0228553,28.357912
-1.2141395,13.396168
-11.925071,26.481056
11.716761,32.910133
-5.640625,11.62425
-0.7380745,9.556594
9.13287,35.829224
9.883143,34.963028
6.7257147,33.544167
-13.399329,24.180931
12.945002,27.840702
7.9126883,28.353487
7.3766413,19.413412
8.372077,18.917603
-10.987652,25.5975
9.630751,31.027582
7.3728647,21.573267
-3.2558384,8.676609
-3.6256535,10.24924
8.520083,29.972963
13.994084,25.973026
8.655021,21.490091
-1.4603246,15.238102
11.353702,29.817566
10.820685,4.946752
6.518893,26.98462
1.1480429,12.316075
4.102298,32.374287
-4.866312,13.606316
12.985221,5.788129
-3.331726,12.420846
9.297526,32.225548
8.045391,22.034575
-1.0867565,11.340967
-12.129172,26.055239
5.6351695,28.644726
-2.749261,11.640803
10.673566,32.31517
-1.1711166,13.669585
12.982291,4.8958797
-2.675715,12.252984
13.281523,7.0303473
4.726407,17.16319
23.157282,9.973027
-2.146073,9.104154
8.346794,21.924192
23.43629,10.548816
14.378283,6.488658
7.490171,28.657593
-3.3193052,14.89555
23.424833,10.547504
10.226558,3.5995774
7.631837,31.437294
-28.403524,0.69010013
-37.41621,12.648064
-7.5775757,-3.0575268
-30.405577,-5.851599
-2.0148757,-3.0078983
-6.4820995,-1.9681547
-36.533672,12.184982
1.1931206,10.258259
0.34304723,8.925963
-39.25649,11.941681
-23.34458,-9.4190855
-13.219069,-24.201887
-0.3836254,-3.6110241
-27.491056,-6.807128
-33.22289,-9.879014
-34.165035,-6.176224
-40.641624,11.851546
-28.481853,0.29964346
-9.284171,-5.8407555
-26.225101,-2.0762362
-39.045544,11.522105
-1.6549854,-9.822137
-32.11778,-1.5939016
-13.109047,-20.533043
-28.073568,-10.455243
-6.675841,-9.757453
-31.88202,-9.90466
-37.009853,-7.2971478
-27.129728,-8.897415
-25.233473,0.095119305
-27.68155,-8.079238
-16.165049,-22.834124
-5.2655787,-9.59691
-37.49958,11.879688
-9.480371,-2.33669
-0.84950405,-3.9769053
-33.020607,-6.6565475
-2.3406456,-10.518438
-31.802856,-9.835912
-27.128471,-3.9729214
-14.913886,-22.034
-29.044357,-2.2952194
-14.612339,-22.406658
-26.382492,-5.199418
-9.912713,-3.5667226
-23.225006,-0.79617274
-23.513382,-2.961349
-24.358643,1.8558973
-8.410857,-3.5958917
-6.0251756,-13.432905
-32.732456,-10.193773
-29.602964,-4.3676457
-33.03062,-3.0617714
-9.497436,-2.4884217
-32.15349,-5.907949
-38.435814,12.789477
-36.01082,11.483266
-12.719695,-18.6651
-26.098486,-4.095989
-13.319229,-18.512644
-37.76601,13.432806
-31.938423,-9.705789
-38.50564,11.363853
-24.795387,0.83861697
-26.392204,-5.2865777
-36.78967,10.633021
-24.404327,1.1901968
-32.384468,-7.1707
-40.230965,12.278752
-8.808706,-3.3982809
-13.291366,-21.789856
-30.040771,-8.589915
-24.687815,-4.853909
-31.47761,-5.6817617
-5.4988327,-12.641786
-5.5825872,-11.31035
-25.089617,-2.7873569
-13.415656,-24.106468
-25.184544,-2.9297116
-28.773745,-7.258964
-31.367449,-3.0816188
-27.058018,-8.856884
-23.261044,0.34278357
-8.268447,-9.231743
-24.182894,0.40042418
-6.447954,-7.9167886
-34.23564,-7.596134
-13.451534,-19.060009
-38.143375,11.139677
-27.621119,-1.3141024
-6.15019,-1.3817886
-29.407228,-3.285546
-33.676346,-8.549277
-27.657959,-6.1191273
-3.7023804,-8.393427
-29.599304,-4.627816
-30.471664,-11.10915
-5.967213,-1.1040348
-36.821884,-7.281041
-31.98792,-6.17594
-7.9171114,-7.776677
-7.844317,-11.2909155
-27.258322,-8.55504
-14.705035,-24.549194
-13.705542,-22.31759
-6.890867,-10.573055
-5.6893315,-10.233371
-5.7501335,-7.8399415
-40.423374,10.150758
-29.340937,-2.2815652
-23.904152,-1.9194088
-13.396871,-18.29076
-26.54151,-3.8429744
-2.0915022,-10.698127
9.090437,-6.3975554
-23.530416,-9.843389
-12.440934,-21.26784
-27.23048,0.49470317
-26.062576,-2.381361
-24.941587,0.07465778
-32.805923,-7.495565
-29.069658,-3.0382762
-2.4695985,7.6164756
-33.640266,-5.455204
-23.461208,0.13053831
-13.326912,-21.389702
-14.531263,-23.132568
-30.192156,-7.23507
-14.470359,-23.824596
-40.38253,11.061365
-13.966511,-24.270948
-30.284708,-3.7273057
-5.6756124,-9.198187
-27.40185,-2.8876467
-32.633102,-8.900757
-38.146713,13.4468155
-14.402158,-22.18813
-38.890297,12.554164
-5.927082,-2.8609452
0.605629,-1.16541
-22.530882,-3.3532755
-33.05372,-9.223361
-15.23555,-23.391598
-32.341904,-3.8845391
-32.940598,-4.873775
-37.20985,11.771194
-29.058289,-4.172021
-35.918575,-6.6691937
-39.88902,12.667601
-31.43614,-4.3581896
-31.205921,-5.8040643
-9.117725,-3.0429828
-39.601227,11.653389
9.927366,2.988646
-22.721334,0.3881849
-29.738667,-3.6671617
-28.601664,-8.637324
-24.76902,-0.42252815
-14.263723,-23.809582
-9.05419,-2.2074077
-34.02804,-6.7129397
-13.509058,-19.681967
-5.289904,-11.679802
-28.331928,-3.5708892
-39.803844,12.358002
-4.043875,-13.707043
-33.88079,-10.572145
-26.783905,-4.190244
-4.0204496,-3.6662009
-6.0791855,-14.12153
-30.8826,-6.8930583
-6.5903864,-3.4339736
-28.964132,-9.745536
-26.089737,-4.9266305
2.8231573,33.235916
-8.6396675,-2.9215095
0.6042669,11.482435
-32.848305,-11.248769
-2.3521736,-4.2025304
-30.817186,-6.9461527
-23.524584,1.2765738
-23.445366,-1.4331024
-38.261475,11.394987
-28.321867,-4.000186
-37.86551,12.394295
-40.22702,10.691956
-40.639862,12.245771
-33.362442,-11.108085
-27.822187,-2.2411125
-6.0133905,-14.275406
-22.7211,1.8436668
-28.10602,-7.2726326
-29.881454,-7.7323155
-13.721603,-23.738098
-36.274517,-7.03489
-22.826239,0.18105735
-38.06953,13.517683
-15.25715,-24.01324
-14.797167,-23.559341
-5.690678,-10.485201
-30.596094,-5.239296
-29.19861,-0.9978893
-13.589921,-21.928038
-2.079247,-10.495181
-23.573233,-1.8470792
-5.0981636,-12.496278
-10.506755,-3.6344616
-13.63856,-21.619839
-26.974466,0.058493253
-23.094906,0.7826485
-37.757484,13.062232
-24.267746,-1.1416671
-14.359577,-24.45169
-39.877678,10.081195
-28.06896,-10.111569
-23.689999,-1.552848
-32.885597,-5.4972258
-26.617882,-5.4090323
-38.831844,11.200811
14.016547,5.303087
-22.83347,-1.2375232
-27.887663,-9.687004
-39.15617,12.974204
-6.098022,-7.412936
-39.92466,10.434725
-23.76366,0.033987194
-13.87922,-19.290714
-30.230461,-9.307307
-39.844944,12.71388
-30.30769,-4.135108
-12.195684,-22.113688
-5.229376,-13.892812
-23.528774,-10.507184
-7.66449,-4.4172754
-25.52685,-4.2046742
-13.523774,-23.768902
-14.583677,-25.76083
-32.194565,-5.3163457
-14.498839,-23.04046
-5.323143,-12.584637
-22.42224,-3.9430935
-32.296722,-3.4312382
-6.2146864,-14.110011
-26.515343,-4.307672
-15.172407,-22.45881
-32.9673,-5.957372
-31.394371,-4.732869
-31.86771,-11.19025
-12.941987,-22.258411
-7.524299,-8.190441
-5.986039,-11.615185
-38.814064,11.659599
-27.36332,-9.570612
-23.67936,-2.0243754
-10.266825,-4.087173
-24.988695,-1.8603458
-8.428559,-3.8732834
-14.673417,-21.00132
-32.582455,-9.344888
-39.318394,12.746246
-14.284171,-20.328756
-27.406742,-9.419737
-9.367907,-3.2668
-37.521397,13.536836
-24.894451,0.5427935
-2.370693,-10.625283
-6.013066,-1.0972917
-40.13562,12.2877445
-5.628406,-13.203242
-13.712921,-25.69038
-9.788318,-6.457173
-12.842328,-21.641197
-14.441775,-25.04661
-29.829424,-9.434863
-28.282272,-1.1019539
-38.65731,11.827637
-27.381943,-2.0660846
-29.43183,-6.5894127
1.098306,8.546606
-23.470863,-5.081813
-12.14675,-23.560095
-32.269356,-9.479143
-4.8201766,-12.970933
-13.375895,-25.127235
-12.648285,-16.709955
-32.708958,-6.62995
-13.795215,-23.3752
-30.036303,-3.89656
-26.932043,-0.072125
-0.7121269,-3.6719391
-4.228798,-11.324509
-15.1229315,-22.985294
-13.924838,-21.239315
-4.2961574,-11.930779
14.075449,4.8355613
-28.06267,-9.0502405
-39.33239,10.973091
-30.75982,-3.644673
-6.655872,-8.861877
-13.902938,-19.991095
-6.33869,-3.2747817
-15.59833,-24.07951
3.1752784,-4.589034
-1.6249926,-9.710563
-14.080585,-19.433327
-5.8698797,-14.111316
-12.805227,-23.493145
-6.235954,-1.0522611
-32.01857,-8.856649
-5.962025,-0.944952
-10.431902,-4.0264435
-8.538988,-7.090809
-23.443872,-2.5801127
-28.993826,-0.9690922
2.5288448,-2.4276042
-1.1617105,-4.1922493
-14.510149,-22.976192
-25.864725,-0.16246988
-31.361446,-5.968098
-12.923416,-23.958853
-0.16971058,-3.2272
-32.24737,-4.9098206
-29.656422,-8.812451
-9.276285,-7.174914
-27.031765,-1.2936096
-22.879759,-0.031000894
-27.310228,-4.2654204
-5.8444133,-2.3917747
-7.2954717,-11.9131775
-30.025723,-1.386144
-33.562004,-8.646334
-30.395918,-6.6892047
-31.619858,-4.162149
-29.365574,-7.109443
-4.781053,-11.618519
-25.530874,-2.6002953
-33.515533,-8.239839
-13.563798,-23.189447
-27.288618,-2.309719
-38.660603,12.411899
-37.582024,11.913166
-40.230515,11.01531
-6.4709435,-2.3635523
-29.15382,-9.484722
-5.3989186,-8.406558
1.8313766,-2.5196323
-0.8119194,-4.266618
-36.763622,-7.336157
-0.94990623,-2.2155561
-5.590952,-3.0666344
-9.295495,-2.359692
-14.331406,-22.310675
-0.69083637,-3.6192691
-14.8365755,-21.690481
-39.121254,12.211653
-30.681095,-6.041096
-2.578558,-10.767207
-24.652157,1.5939573
-9.686982,-6.4947515
-39.23561,13.301553
-30.46291,-6.13018
-12.930725,-23.423061
-12.562453,-22.91737
-39.614025,13.693121
-7.111873,-9.941136
-32.103737,-7.795955
-32.771217,-8.855074
-5.803731,-14.199987
-37.67484,12.800314
-28.0568,-5.960622
-0.31803635,-3.256076
-23.494356,-9.962494
-15.40929,-23.388577
-12.747147,-19.25454
-5.4135513,-12.151296
-5.033066,-4.128014
-31.780857,-7.56017
-28.767536,-2.5159779
-7.5079575,-3.6569946
3.823411,-4.6122327
-34.086483,-9.638738
-13.6063795,-22.555027
-23.90326,-0.3032217
-29.337044,-4.582285
-23.110165,-1.7455603
-14.691827,-23.440018
-32.236446,-7.9789248
-29.89231,-3.2591453
-12.403452,22.430037
-27.081041,-1.6515378
-10.464957,-6.8339815
-7.6562853,-10.844464
-41.067978,11.490509
-5.8055325,-13.763294
-9.477333,-5.661341
-27.985746,-1.9201424
-31.435905,-6.401634
-24.583084,-0.99900824
-27.8972,-2.664365
-14.299689,-21.48615
-2.369392,-2.972537
-12.570803,-22.603992
-13.122913,-23.506634
-6.331988,-11.491596
-37.59957,11.440981
-6.398896,-9.565504
-13.947475,-24.420763
-4.7489533,-12.707083
-26.365145,-5.520092
-23.561699,-0.84243745
-6.907964,-9.755927
-22.95879,-0.6326703
-24.089172,1.0165254
-5.28492,-13.447263
12.558751,23.918987
-13.268859,-18.368118
-27.76741,-0.4281344
-29.47463,-9.831979
-13.32609,-19.4989
-28.850397,-1.6472514
14.607156,4.538571
-26.442932,0.6066002
-22.787008,1.1979184
-40.41485,11.407619
0.8814565,-0.5165875
-5.531629,-11.687272
-30.200827,-7.8178134
-38.387028,13.320679
-29.752365,-8.413165
-30.801086,-10.352723
-28.652185,-4.655089
-40.89004,11.872103
-27.788416,-1.4594412
-9.634374,-3.9414127
-31.854782,-5.0282044
-23.42101,-0.45401886
0.9847176,10.74597
-39.66909,11.382108
-13.810347,-20.585081
-10.069343,-6.8056645
-27.309471,-9.313417
-23.330257,-10.85987
-40.021297,11.943592
-32.332455,-4.289095
-27.927435,0.42858636
-13.844205,-20.162638
-33.668774,-7.456621
-36.394413,-7.167012
-39.780567,13.536218
-30.344606,-9.447266
-13.297139,-19.89024
-31.838219,-9.11261
-30.28965,-2.6683707
-14.313307,-25.46949
-37.954826,12.32403
-14.262779,-21.726534
-23.479404,-10.659427
-33.4236,-6.131521
-12.050177,-23.09194
-39.191006,11.616887
-7.10339,-10.185074
-32.381664,-10.3730345
-36.238823,11.177684
-32.699905,-5.59139
-38.987095,13.524934
-10.486827,-5.1133847
-30.272163,-10.473683
-28.449202,-0.81579006
6.65779,24.824337
-15.628968,-22.730776
-33.798462,-10.553482
-5.9608035,-12.304716
-26.600435,-1.5395719
-1.9287832,-8.683672
-1.8241451,-10.955284
-29.32454,-1.4774951
-27.036282,-8.593868
-34.344757,-6.048632
-12.636099,-22.425621
-13.655529,-18.490686
-29.924364,-8.780773
-29.50323,0.27214736
-38.466778,13.989663
-37.60573,11.969482
-28.089619,-2.942132
-33.411278,-6.5075064
-0.40818447,-2.82821
-9.848998,-2.5890524
-6.9486227,-7.0826526
-31.70642,-9.7885685
-14.518343,-22.68013
-28.830639,-9.969688
-24.624407,1.7031977
-8.101989,-7.4310584
-40.45841,12.727954
-33.499172,-3.5094664
-30.21542,-5.204476
-12.368792,-19.555336
-33.196404,-4.8149114
-25.00382,0.37150916
15.575335,-5.9967937
15.263065,-24.59835
0.33586255,-7.096856
-0.929507,-9.596338
16.574392,-17.991642
16.751953,-7.545156
35.812077,-19.982872
4.7113857,-24.454256
29.292164,4.382161
17.704699,-8.212762
10.083407,-25.777422
14.591532,6.7061844
-0.6202986,-5.3170614
-1.3335369,-9.658796
28.027897,6.4115148
-25.861217,-9.357933
5.6098475,-25.941925
13.038038,-23.606833
19.208794,-6.5005693
11.114022,-21.232893
5.8365107,-27.819958
38.322773,-22.893866
28.61105,6.776103
33.639626,-18.698404
29.035435,4.8389573
13.152716,-21.211454
36.46894,-20.214825
20.740217,-6.8618145
17.09489,-9.749805
4.7919197,-25.360662
12.996596,-21.381174
28.538412,5.3991375
20.474297,-6.326509
4.390788,-23.821968
12.776723,-22.854685
5.6104307,-8.90174
28.240105,6.320959
12.218114,-20.229391
28.57872,5.720366
25.342285,-1.6615199
7.1242867,-27.233503
16.44756,-6.3313265
7.3167434,-26.236822
20.892645,-4.672596
12.374432,-22.077248
29.176516,6.553588
29.286116,5.3603544
34.10843,-20.324919
27.517317,5.3798
26.748474,-2.7434893
4.9385324,-27.246815
13.3701725,-24.774073
19.213324,-6.312655
27.862253,6.344091
11.3543415,-22.534225
8.066033,-27.087618
3.5648715,-25.436886
12.979445,-23.182
34.81429,-19.537497
4.8708973,-27.679249
-0.8436494,-8.686892
26.806797,-3.3420048
35.577965,-21.40839
20.514427,-5.7952623
25.046793,-3.4825978
15.205559,-22.300795
16.084427,-9.109938
16.382492,-11.083588
37.57751,-23.611677
6.772542,-26.041147
8.19975,-26.07193
20.83944,-7.1047397
20.787968,-4.5933514
25.728506,0.7999631
12.459682,-21.189833
18.299952,-7.15146
-2.6518474,-12.775948
-21.892355,-5.5310073
16.248507,-18.084532
38.106865,-22.864805
28.383675,5.380158
26.178173,-2.718924
5.3304205,-27.191875
-9.643248,-7.1408997
37.230556,-22.070244
-6.9402003,-5.919245
37.307495,-22.682898
15.399022,-22.792377
16.380676,-18.017685
27.05758,-2.3759482
23.156958,-2.9842396
12.870004,-23.350592
10.08925,-23.871788
17.812632,-8.879711
7.4389043,-24.067131
12.290438,23.647024
6.811885,-23.707092
35.3904,-23.213299
0.6770148,-5.4065223
-0.17053162,-5.818019
29.473541,5.3896914
5.6902003,-25.426725
35.97379,-20.341627
12.311609,-20.680065
28.464245,4.2660813
26.125454,-1.7712841
-7.4217405,-7.255856
1.0111728,-4.5579066
7.574553,-25.636549
6.937811,-21.480043
24.929417,-2.6402514
37.11205,-20.788464
15.549301,-23.412699
4.302654,-25.657454
-2.4527397,-5.4759636
12.2067,-24.01581
11.078477,4.098203
-3.4443154,-14.237931
3.1360705,-25.9292
14.209003,-21.95237
3.204239,-4.8813744
20.967196,-5.0407567
2.6356184,-5.776533
25.365305,-0.72149503
28.232132,5.943961
25.068777,-0.9752355
25.541346,0.006159944
-8.530809,-5.55417
1.0845246,-4.279263
37.96181,-20.987312
17.605204,-8.962889
13.392103,-22.443277
5.445751,-9.426142
22.917332,-1.0904751
0.58403856,-5.5665216
5.082301,-28.002644
14.878283,-22.362408
2.9700503,-24.220299
7.8500915,-21.764097
17.174639,-7.40146
5.6471677,-8.817222
-23.675386,-5.8544197
25.330217,-2.4252985
-0.38391975,-13.385072
6.097094,-27.680298
37.05112,-22.482624
0.71003217,-3.8904676
1.9232553,-3.65086
36.540688,-19.944412
5.881081,-7.535553
1.535877,-3.7775207
16.846544,-9.539722
1.1256422,-5.8431187
5.379647,-28.384533
-7.7985435,-6.5449514
27.31227,-2.2454123
28.701994,4.469733
7.653923,-25.259945
8.883645,-6.5536184
28.324142,4.840435
23.365267,-2.6716428
35.33771,-19.608768
1.3328582,-4.037555
6.3522787,-25.827375
36.242596,-22.621063
36.28424,-20.473892
5.7946987,-8.678531
7.6967454,-28.253674
1.6227459,-5.6063204
1.2988467,-5.1272573
-1.0651677,-6.2252846
9.838697,5.166496
-7.4293633,-12.851572
35.001534,-20.62158
7.399736,-26.260662
18.380585,-7.9110823
3.5555363,-24.62895
5.7044973,-24.235214
8.153508,-27.801617
8.70829,-26.537827
36.82233,-22.296806
16.841337,-16.880228
5.83745,-23.522778
35.737213,-19.08475
6.2433677,-27.393068
9.727461,-25.527096
15.259945,-5.1803765
-0.5744594,-13.900315
5.8723516,-26.020163
5.700028,-26.51687
19.653244,-7.1343026
37.327145,-21.060017
-9.896418,-6.8083973
21.138847,-4.5964727
15.4298115,-24.696117
25.640379,0.84615666
-6.969769,-9.1276455
15.742891,-18.37737
20.257687,-7.2963724
36.119366,-20.136364
17.275171,-6.9463563
26.090494,-2.1875677
36.81097,-18.439219
25.82727,-2.954427
14.664062,-23.041862
15.829728,-23.883274
3.2961571,-24.106846
29.276627,5.8565693
7.0184765,-25.99484
12.52813,-21.204443
15.8401985,-5.3098793
1.7706188,-7.794262
6.7245946,-24.940496
37.082207,-21.120392
1.8727994,-4.4501357
37.321648,-22.137653
13.140962,-23.374468
38.60911,-21.930971
